Row Labels,Outstanding,Inbox,GPNA,REQS ,Todays Total,,,,,,,,,,
1/25/2020 7:13,49,4,36,9,1,,,,,,,,,,
1/25/2020 7:27,49,4,36,9,1,,,,,,,,,,
1/25/2020 7:33,49,4,36,9,1,,,,,,,,,,
1/25/2020 7:47,49,4,36,9,1,,,,,,,,,,
1/25/2020 7:53,49,4,36,9,1,,,,,,,,,,
1/25/2020 8:08,49,4,36,9,1,,,,,,,,,,
1/25/2020 8:13,50,5,36,9,1,,,,,,,,,,
1/25/2020 8:27,50,5,36,9,1,,,,,,,,,,
1/25/2020 8:33,50,5,36,9,1,,,,,,,,,,
1/25/2020 8:47,50,5,36,9,1,,,,,,,,,,
1/25/2020 8:53,51,6,36,9,2,,,,,,,,,,
1/25/2020 9:07,51,6,36,9,2,,,,,,,,,,
1/25/2020 9:14,52,7,36,9,2,,,,,,,,,,
1/25/2020 9:27,52,7,36,9,2,,,,,,,,,,
1/25/2020 9:33,52,7,36,9,2,,,,,,,,,,
1/25/2020 9:47,52,7,36,9,2,,,,,,,,,,
1/25/2020 9:53,52,7,36,9,2,,,,,,,,,,
1/25/2020 10:07,53,8,36,9,2,,,,,,,,,,
1/25/2020 10:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 10:28,53,8,36,9,2,,,,,,,,,,
1/25/2020 10:33,53,8,36,9,2,,,,,,,,,,
1/25/2020 10:47,53,8,36,9,2,,,,,,,,,,
1/25/2020 10:53,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:07,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:27,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:34,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:47,53,8,36,9,2,,,,,,,,,,
1/25/2020 11:53,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:07,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:27,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:33,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:48,53,8,36,9,2,,,,,,,,,,
1/25/2020 12:53,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:07,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:27,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:33,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:47,53,8,36,9,2,,,,,,,,,,
1/25/2020 13:54,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:07,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:27,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:41,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:47,53,8,36,9,2,,,,,,,,,,
1/25/2020 14:58,53,8,36,9,2,,,,,,,,,,
1/25/2020 15:08,53,8,36,9,2,,,,,,,,,,
1/25/2020 15:13,53,8,36,9,2,,,,,,,,,,
1/25/2020 15:27,53,8,36,9,2,,,,,,,,,,
1/25/2020 15:33,53,8,36,9,3,,,,,,,,,,
1/25/2020 15:52,53,8,36,9,3,,,,,,,,,,
1/25/2020 15:58,53,8,36,9,3,,,,,,,,,,
1/25/2020 16:04,53,8,36,9,3,,,,,,,,,,
1/25/2020 16:17,53,8,36,9,3,,,,,,,,,,
1/25/2020 16:23,53,8,36,9,3,,,,,,,,,,
1/25/2020 16:37,53,8,36,9,4,,,,,,,,,,
1/25/2020 16:43,53,8,36,9,4,,,,,,,,,,
1/25/2020 16:57,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:03,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:18,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:23,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:37,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:43,53,8,36,9,4,,,,,,,,,,
1/25/2020 17:57,53,8,36,9,4,,,,,,,,,,
