Time,Unread/Actionable Inbox,GPNA Actions,REQS,Total Outstanding Actions,Inbox Total,GPNA Total,Todays Reqs,Total Today,Column1,Column2,Column3,Column4,Column5,Column6,,
3/2/2020 12:44,0,4,8,12,9616,5228,11,77,3/2/2020,1,14844,14778,,3/2/2020,,
3/2/2020 12:58,0,4,8,12,9616,5228,11,77,3/2/2020,1,14844,14778,,3/2/2020,,
3/2/2020 13:05,0,3,8,11,9619,5228,11,80,3/2/2020,1,14847,14778,,3/2/2020,,
3/2/2020 13:18,2,5,9,16,9622,5230,11,85,3/2/2020,1,14852,14778,,3/2/2020,,
3/2/2020 13:24,3,6,9,18,9625,5231,12,90,3/2/2020,1,14856,14778,,3/2/2020,,
3/2/2020 13:38,4,7,10,21,9625,5232,12,91,3/2/2020,1,14857,14778,,3/2/2020,,
3/2/2020 13:45,4,7,10,21,9625,5232,13,92,3/2/2020,1,14857,14778,,3/2/2020,,
3/2/2020 13:58,4,7,10,21,9625,5232,13,92,3/2/2020,1,14857,14778,,3/2/2020,,
3/2/2020 14:12,1,5,10,16,9630,5233,13,98,3/2/2020,1,14863,14778,,3/2/2020,,
3/2/2020 14:18,4,8,10,22,9634,5236,13,105,3/2/2020,1,14870,14778,,3/2/2020,,
3/2/2020 14:58,0,8,10,18,9639,5236,13,110,3/2/2020,1,14875,14778,,3/2/2020,,
3/2/2020 15:08,1,9,7,17,9642,5237,13,114,3/2/2020,1,14879,14778,,3/2/2020,,
3/2/2020 15:15,1,9,7,17,9642,5237,15,116,3/2/2020,1,14879,14778,,3/2/2020,,
3/2/2020 15:28,1,9,8,18,9643,5237,15,117,3/2/2020,1,14880,14778,,3/2/2020,,
3/2/2020 15:34,2,10,8,20,9643,5238,16,119,3/2/2020,1,14881,14778,,3/2/2020,,
3/2/2020 15:48,2,10,10,22,9643,5238,16,119,3/2/2020,1,14881,14778,,3/2/2020,,
3/2/2020 15:54,5,13,10,28,9646,5241,18,127,3/2/2020,1,14887,14778,,3/2/2020,,
3/2/2020 16:08,6,14,10,30,9647,5241,18,128,3/2/2020,1,14888,14778,,3/2/2020,,
3/2/2020 16:14,0,16,10,26,9652,5243,18,135,3/2/2020,1,14895,14778,,3/2/2020,,
3/2/2020 16:28,0,16,25,41,9652,5243,18,135,3/2/2020,1,14895,14778,,3/2/2020,,
3/2/2020 16:34,1,17,25,43,9653,5244,34,153,3/2/2020,1,14897,14778,,3/2/2020,,
3/2/2020 16:54,3,19,25,47,9654,5246,34,156,3/2/2020,1,14900,14778,,3/2/2020,,
3/2/2020 17:08,3,19,25,47,9654,5246,34,156,3/2/2020,1,14900,14778,,3/2/2020,,
3/2/2020 17:14,3,19,25,47,9654,5246,34,156,3/2/2020,1,14900,14778,,3/2/2020,,
3/2/2020 17:44,4,20,25,49,9654,5246,34,156,3/2/2020,1,14900,14778,,3/2/2020,,
3/3/2020 7:04,6,22,26,54,9644,5247,1,-8,3/3/2020,2,14891,14900,14900,3/3/2020,,
3/3/2020 7:18,5,22,26,53,9645,5247,1,-7,3/3/2020,1,14892,14900,,3/3/2020,,
3/3/2020 7:24,8,25,26,59,9646,5247,1,-6,3/3/2020,1,14893,14900,,3/3/2020,,
3/3/2020 7:38,8,25,26,59,9646,5247,1,-6,3/3/2020,1,14893,14900,,3/3/2020,,
3/3/2020 7:45,10,27,26,63,9646,5247,1,-6,3/3/2020,1,14893,14900,,3/3/2020,,
3/3/2020 7:58,12,29,26,67,9648,5249,1,-2,3/3/2020,1,14897,14900,,3/3/2020,,
3/3/2020 8:04,12,29,26,67,9648,5249,1,-2,3/3/2020,1,14897,14900,,3/3/2020,,
3/3/2020 8:21,1,14,26,41,9659,5250,1,10,3/3/2020,1,14909,14900,,3/3/2020,,
3/3/2020 8:24,2,15,26,43,9659,5251,1,11,3/3/2020,1,14910,14900,,3/3/2020,,
3/3/2020 8:41,3,18,26,47,9661,5255,2,18,3/3/2020,1,14916,14900,,3/3/2020,,
3/3/2020 8:44,3,18,26,47,9661,5255,2,18,3/3/2020,1,14916,14900,,3/3/2020,,
3/3/2020 9:09,0,10,27,37,9662,5256,2,20,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 9:14,0,10,27,37,9662,5256,3,21,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 9:34,0,10,6,16,9662,5256,3,21,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 9:51,0,10,7,17,9662,5256,3,21,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 9:54,0,10,7,17,9662,5256,3,21,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:12,0,10,6,16,9662,5256,5,23,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:14,0,10,6,16,9662,5256,5,23,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:32,0,10,5,15,9662,5256,5,23,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:34,0,10,5,15,9662,5256,5,23,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:51,0,10,11,21,9662,5256,5,23,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 10:54,0,10,11,21,9662,5256,15,33,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 11:14,0,10,10,20,9662,5256,15,33,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 11:31,0,10,16,26,9662,5256,16,34,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 11:34,0,10,16,26,9662,5256,16,34,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 11:54,0,10,16,26,9662,5256,23,41,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 12:14,0,10,17,27,9662,5256,23,41,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 12:38,0,10,22,32,9662,5256,24,42,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 12:44,0,10,22,32,9662,5256,29,47,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 13:02,0,10,23,33,9662,5256,29,47,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 13:04,0,10,23,33,9662,5256,29,47,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 13:24,0,10,24,34,9662,5256,32,50,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 13:42,0,10,24,34,9662,5256,33,51,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 13:44,0,10,24,34,9662,5256,33,51,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 14:02,0,10,24,34,9662,5256,33,51,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 14:04,0,10,24,34,9662,5256,33,51,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 14:16,0,10,24,34,9662,5256,35,53,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 14:32,0,10,24,34,9662,5256,35,53,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 14:34,0,10,24,34,9662,5256,35,53,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 15:24,0,10,17,27,9662,5256,35,53,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 15:48,0,10,8,18,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 15:54,0,10,8,18,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 16:12,0,10,7,17,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 16:14,0,10,7,17,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 16:48,0,10,7,17,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 16:58,0,10,9,19,9662,5256,40,58,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 17:04,0,10,9,19,9662,5256,42,60,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 17:21,0,10,9,19,9662,5256,42,60,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 17:24,0,10,9,19,9662,5256,42,60,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 17:42,0,10,9,19,9662,5256,42,60,3/3/2020,1,14918,14900,,3/3/2020,,
3/3/2020 17:44,0,10,9,19,9662,5256,42,60,3/3/2020,1,14918,14900,,3/3/2020,,
3/4/2020 9:46,2,29,11,42,9722,5304,42,150,3/4/2020,2,15026,14918,14918,3/4/2020,,
3/4/2020 9:56,3,30,11,44,9723,5305,12,122,3/4/2020,1,15028,14918,,3/4/2020,,
3/4/2020 10:10,4,28,11,43,9723,5306,12,123,3/4/2020,1,15029,14918,,3/4/2020,,
3/4/2020 10:16,4,28,11,43,9725,5306,12,125,3/4/2020,1,15031,14918,,3/4/2020,,
3/4/2020 10:31,5,22,6,33,9731,5307,12,132,3/4/2020,1,15038,14918,,3/4/2020,,
3/4/2020 10:40,7,21,6,34,9732,5310,12,136,3/4/2020,1,15042,14918,,3/4/2020,,
3/4/2020 10:52,2,13,3,18,9732,5311,12,137,3/4/2020,1,15043,14918,,3/4/2020,,
3/4/2020 10:56,6,17,3,26,9733,5313,12,140,3/4/2020,1,15046,14918,,3/4/2020,,
3/4/2020 11:11,0,5,5,10,9734,5315,12,143,3/4/2020,1,15049,14918,,3/4/2020,,
3/4/2020 11:16,1,7,5,13,9737,5317,14,150,3/4/2020,1,15054,14918,,3/4/2020,,
3/4/2020 11:33,3,9,4,16,9738,5318,14,152,3/4/2020,1,15056,14918,,3/4/2020,,
3/4/2020 11:36,6,12,4,22,9741,5320,14,157,3/4/2020,1,15061,14918,,3/4/2020,,
3/4/2020 11:47,5,11,4,20,9741,5320,14,157,3/4/2020,1,15061,14918,,3/4/2020,,
3/4/2020 12:01,6,15,4,25,9743,5321,14,160,3/4/2020,1,15064,14918,,3/4/2020,,
3/4/2020 12:06,7,15,4,26,9745,5322,15,164,3/4/2020,1,15067,14918,,3/4/2020,,
3/4/2020 12:19,1,8,4,13,9745,5322,15,164,3/4/2020,1,15067,14918,,3/4/2020,,
3/4/2020 12:26,0,7,4,11,9745,5322,15,164,3/4/2020,1,15067,14918,,3/4/2020,,
3/4/2020 12:40,0,6,5,11,9745,5322,15,164,3/4/2020,1,15067,14918,,3/4/2020,,
3/4/2020 12:46,1,7,5,13,9747,5322,16,167,3/4/2020,1,15069,14918,,3/4/2020,,
3/4/2020 13:00,2,8,6,16,9747,5322,16,167,3/4/2020,1,15069,14918,,3/4/2020,,
3/4/2020 13:06,4,10,6,20,9751,5324,17,174,3/4/2020,1,15075,14918,,3/4/2020,,
3/4/2020 13:20,3,7,6,16,9751,5324,17,174,3/4/2020,1,15075,14918,,3/4/2020,,
3/4/2020 13:26,4,8,6,18,9753,5325,17,177,3/4/2020,1,15078,14918,,3/4/2020,,
3/4/2020 13:40,2,9,6,17,9754,5325,17,178,3/4/2020,1,15079,14918,,3/4/2020,,
3/4/2020 13:46,2,10,6,18,9754,5327,17,180,3/4/2020,1,15081,14918,,3/4/2020,,
3/4/2020 14:00,4,10,6,20,9756,5328,17,183,3/4/2020,1,15084,14918,,3/4/2020,,
3/4/2020 14:06,3,10,6,19,9757,5330,17,186,3/4/2020,1,15087,14918,,3/4/2020,,
3/4/2020 14:20,3,10,8,21,9757,5330,17,186,3/4/2020,1,15087,14918,,3/4/2020,,
3/4/2020 14:26,3,11,8,22,9758,5331,19,190,3/4/2020,1,15089,14918,,3/4/2020,,
3/4/2020 14:40,2,12,8,22,9758,5331,19,190,3/4/2020,1,15089,14918,,3/4/2020,,
3/4/2020 14:46,1,9,8,18,9762,5332,19,195,3/4/2020,1,15094,14918,,3/4/2020,,
3/4/2020 14:59,0,3,10,13,9765,5332,19,198,3/4/2020,1,15097,14918,,3/4/2020,,
3/4/2020 15:06,0,5,10,15,9768,5334,22,206,3/4/2020,1,15102,14918,,3/4/2020,,
3/4/2020 15:19,0,5,11,16,9768,5334,22,206,3/4/2020,1,15102,14918,,3/4/2020,,
3/4/2020 15:26,2,7,11,20,9768,5336,23,209,3/4/2020,1,15104,14918,,3/4/2020,,
3/4/2020 15:39,2,7,12,21,9769,5336,23,210,3/4/2020,1,15105,14918,,3/4/2020,,
3/4/2020 15:46,1,7,12,20,9771,5336,24,213,3/4/2020,1,15107,14918,,3/4/2020,,
3/4/2020 15:59,2,8,18,28,9772,5338,24,216,3/4/2020,1,15110,14918,,3/4/2020,,
3/4/2020 16:06,0,5,18,23,9773,5341,30,226,3/4/2020,1,15114,14918,,3/4/2020,,
3/4/2020 16:19,0,4,19,23,9773,5341,30,226,3/4/2020,1,15114,14918,,3/4/2020,,
3/4/2020 16:26,0,4,19,23,9776,5341,38,237,3/4/2020,1,15117,14918,,3/4/2020,,
3/4/2020 16:40,2,6,19,27,9777,5343,38,240,3/4/2020,1,15120,14918,,3/4/2020,,
3/4/2020 16:50,0,4,19,23,9777,5344,38,241,3/4/2020,1,15121,14918,,3/4/2020,,
3/4/2020 16:56,0,4,19,23,9777,5344,40,243,3/4/2020,1,15121,14918,,3/4/2020,,
3/4/2020 17:09,1,5,17,23,9777,5345,40,244,3/4/2020,1,15122,14918,,3/4/2020,,
3/4/2020 17:16,4,8,17,29,9777,5346,40,245,3/4/2020,1,15123,14918,,3/4/2020,,
3/4/2020 17:30,4,8,17,29,9779,5346,40,247,3/4/2020,1,15125,14918,,3/4/2020,,
3/4/2020 17:36,4,8,17,29,9779,5346,40,247,3/4/2020,1,15125,14918,,3/4/2020,,
3/4/2020 17:49,4,8,17,29,9779,5346,40,247,3/4/2020,1,15125,14918,,3/4/2020,,
3/4/2020 17:56,4,8,17,29,9780,5346,40,248,3/4/2020,1,15126,14918,,3/4/2020,,
3/5/2020 9:19,7,15,18,40,9781,5354,40,49,3/5/2020,2,15135,15126,15126,3/5/2020,,
3/5/2020 9:25,6,15,18,39,9724,5354,11,-37,3/5/2020,1,15078,15126,,3/5/2020,,
3/5/2020 10:05,4,14,21,39,9731,5358,11,-26,3/5/2020,1,15089,15126,,3/5/2020,,
3/5/2020 10:15,5,15,21,41,9733,5359,15,-19,3/5/2020,1,15092,15126,,3/5/2020,,
3/5/2020 10:29,5,15,24,44,9734,5359,15,-18,3/5/2020,1,15093,15126,,3/5/2020,,
3/5/2020 10:35,7,17,24,48,9737,5361,19,-9,3/5/2020,1,15098,15126,,3/5/2020,,
3/5/2020 10:49,7,17,31,55,9738,5361,19,-8,3/5/2020,1,15099,15126,,3/5/2020,,
3/5/2020 10:55,7,17,31,55,9738,5361,27,0,3/5/2020,1,15099,15126,,3/5/2020,,
3/5/2020 11:09,1,15,22,38,9738,5361,27,0,3/5/2020,1,15099,15126,,3/5/2020,,
3/5/2020 11:15,4,18,22,44,9739,5362,29,4,3/5/2020,1,15101,15126,,3/5/2020,,
3/5/2020 11:29,4,18,21,43,9739,5362,29,4,3/5/2020,1,15101,15126,,3/5/2020,,
3/5/2020 11:35,5,19,21,45,9739,5363,28,4,3/5/2020,1,15102,15126,,3/5/2020,,
3/5/2020 11:49,6,20,21,47,9740,5364,28,6,3/5/2020,1,15104,15126,,3/5/2020,,
3/5/2020 11:55,4,19,21,44,9740,5365,28,7,3/5/2020,1,15105,15126,,3/5/2020,,
3/5/2020 12:09,4,19,21,44,9740,5365,28,7,3/5/2020,1,15105,15126,,3/5/2020,,
3/5/2020 12:15,3,19,21,43,9715,5367,28,-16,3/5/2020,1,15082,15126,,3/5/2020,,
3/5/2020 12:29,3,19,22,44,9716,5367,28,-15,3/5/2020,1,15083,15126,,3/5/2020,,
3/5/2020 12:35,3,19,22,44,9717,5367,29,-13,3/5/2020,1,15084,15126,,3/5/2020,,
3/5/2020 12:49,2,19,23,44,9717,5367,29,-13,3/5/2020,1,15084,15126,,3/5/2020,,
3/5/2020 12:55,2,19,23,44,9717,5367,30,-12,3/5/2020,1,15084,15126,,3/5/2020,,
3/5/2020 13:09,2,19,23,44,9717,5367,30,-12,3/5/2020,1,15084,15126,,3/5/2020,,
3/5/2020 13:15,5,21,23,49,9719,5368,30,-9,3/5/2020,1,15087,15126,,3/5/2020,,
3/5/2020 13:29,3,20,24,47,9719,5368,30,-9,3/5/2020,1,15087,15126,,3/5/2020,,
3/5/2020 13:35,4,21,24,49,9721,5368,31,-6,3/5/2020,1,15089,15126,,3/5/2020,,
3/5/2020 13:49,4,21,24,49,9721,5368,31,-6,3/5/2020,1,15089,15126,,3/5/2020,,
3/5/2020 13:55,4,21,24,49,9721,5368,31,-6,3/5/2020,1,15089,15126,,3/5/2020,,
3/5/2020 14:09,3,20,25,48,9721,5368,31,-6,3/5/2020,1,15089,15126,,3/5/2020,,
3/5/2020 14:15,3,20,25,48,9722,5368,33,-3,3/5/2020,1,15090,15126,,3/5/2020,,
3/5/2020 14:29,3,20,25,48,9728,5368,33,3,3/5/2020,1,15096,15126,,3/5/2020,,
3/5/2020 14:35,3,20,25,48,9730,5368,34,6,3/5/2020,1,15098,15126,,3/5/2020,,
3/5/2020 14:49,4,21,19,44,9730,5368,34,6,3/5/2020,1,15098,15126,,3/5/2020,,
3/5/2020 14:55,6,23,19,48,9731,5368,34,7,3/5/2020,1,15099,15126,,3/5/2020,,
3/5/2020 15:09,6,23,15,44,9732,5368,34,8,3/5/2020,1,15100,15126,,3/5/2020,,
3/5/2020 15:15,6,23,15,44,9733,5368,34,9,3/5/2020,1,15101,15126,,3/5/2020,,
3/5/2020 15:29,6,23,15,44,9733,5368,34,9,3/5/2020,1,15101,15126,,3/5/2020,,
3/5/2020 15:35,3,21,15,39,9734,5368,34,10,3/5/2020,1,15102,15126,,3/5/2020,,
3/5/2020 15:49,3,21,17,41,9735,5368,34,11,3/5/2020,1,15103,15126,,3/5/2020,,
3/5/2020 15:55,1,12,17,30,9737,5369,36,16,3/5/2020,1,15106,15126,,3/5/2020,,
3/5/2020 16:09,0,6,19,25,9738,5370,36,18,3/5/2020,1,15108,15126,,3/5/2020,,
3/5/2020 16:15,0,6,19,25,9741,5370,38,23,3/5/2020,1,15111,15126,,3/5/2020,,
3/5/2020 16:29,0,5,7,12,9741,5370,38,23,3/5/2020,1,15111,15126,,3/5/2020,,
3/5/2020 16:35,0,5,7,12,9744,5370,40,28,3/5/2020,1,15114,15126,,3/5/2020,,
3/5/2020 16:55,0,5,7,12,9744,5370,40,28,3/5/2020,1,15114,15126,,3/5/2020,,
3/5/2020 17:09,1,6,4,11,9744,5371,40,29,3/5/2020,1,15115,15126,,3/5/2020,,
3/5/2020 17:15,1,6,4,11,9744,5371,41,30,3/5/2020,1,15115,15126,,3/5/2020,,
3/5/2020 17:29,1,6,4,11,9745,5371,41,31,3/5/2020,1,15116,15126,,3/5/2020,,
3/5/2020 17:35,1,6,4,11,9746,5371,41,32,3/5/2020,1,15117,15126,,3/5/2020,,
3/5/2020 17:49,1,6,4,11,9746,5371,41,32,3/5/2020,1,15117,15126,,3/5/2020,,
3/5/2020 17:55,1,6,4,11,9746,5371,41,32,3/5/2020,1,15117,15126,,3/5/2020,,
3/6/2020 9:28,7,14,7,28,9760,4182,41,-1134,3/6/2020,2,13942,15117,15117,3/6/2020,,
3/6/2020 9:38,6,14,7,27,9765,4182,6,-1164,3/6/2020,1,13947,15117,,3/6/2020,,
3/6/2020 9:55,5,14,7,26,9769,4182,6,-1160,3/6/2020,1,13951,15117,,3/6/2020,,
3/6/2020 10:22,1,8,6,15,9772,4183,6,-1156,3/6/2020,1,13955,15117,,3/6/2020,,
3/6/2020 10:28,0,6,6,12,9773,4186,6,-1152,3/6/2020,1,13959,15117,,3/6/2020,,
3/6/2020 10:42,0,4,6,10,9774,4186,6,-1151,3/6/2020,1,13960,15117,,3/6/2020,,
3/6/2020 10:48,2,6,6,14,9777,4188,6,-1146,3/6/2020,1,13965,15117,,3/6/2020,,
3/6/2020 11:02,2,6,6,14,9777,4188,6,-1146,3/6/2020,1,13965,15117,,3/6/2020,,
3/6/2020 11:08,0,5,6,11,9778,4188,6,-1145,3/6/2020,1,13966,15117,,3/6/2020,,
3/6/2020 11:22,0,5,6,11,9782,4188,6,-1141,3/6/2020,1,13970,15117,,3/6/2020,,
3/6/2020 11:29,0,4,6,10,9782,4189,6,-1140,3/6/2020,1,13971,15117,,3/6/2020,,
3/6/2020 11:42,0,3,7,10,9782,4189,6,-1140,3/6/2020,1,13971,15117,,3/6/2020,,
3/6/2020 11:48,0,3,7,10,9785,4190,7,-1135,3/6/2020,1,13975,15117,,3/6/2020,,
3/6/2020 12:02,0,3,5,8,9785,4190,7,-1135,3/6/2020,1,13975,15117,,3/6/2020,,
3/6/2020 12:08,0,3,5,8,9788,4190,10,-1129,3/6/2020,1,13978,15117,,3/6/2020,,
3/6/2020 12:22,0,3,6,9,9788,4190,10,-1129,3/6/2020,1,13978,15117,,3/6/2020,,
3/6/2020 12:28,0,3,6,9,9788,4190,11,-1128,3/6/2020,1,13978,15117,,3/6/2020,,
3/6/2020 12:42,0,3,6,9,9789,4190,11,-1127,3/6/2020,1,13979,15117,,3/6/2020,,
3/6/2020 12:48,0,3,6,9,9789,4190,11,-1127,3/6/2020,1,13979,15117,,3/6/2020,,
3/6/2020 13:02,0,3,6,9,9793,4190,11,-1123,3/6/2020,1,13983,15117,,3/6/2020,,
3/6/2020 13:08,2,5,6,13,9793,4192,11,-1121,3/6/2020,1,13985,15117,,3/6/2020,,
3/6/2020 13:22,3,6,6,15,9793,4193,11,-1120,3/6/2020,1,13986,15117,,3/6/2020,,
3/6/2020 13:28,3,6,6,15,9793,4193,11,-1120,3/6/2020,1,13986,15117,,3/6/2020,,
3/6/2020 13:43,2,7,6,15,9793,4194,11,-1119,3/6/2020,1,13987,15117,,3/6/2020,,
3/6/2020 13:52,0,3,8,11,9795,4194,11,-1117,3/6/2020,1,13989,15117,,3/6/2020,,
3/6/2020 13:58,0,3,8,11,9798,4196,14,-1109,3/6/2020,1,13994,15117,,3/6/2020,,
3/6/2020 14:12,0,3,8,11,9798,4196,14,-1109,3/6/2020,1,13994,15117,,3/6/2020,,
3/6/2020 14:18,1,4,8,13,9799,4197,14,-1107,3/6/2020,1,13996,15117,,3/6/2020,,
3/6/2020 14:32,0,3,9,12,9799,4197,14,-1107,3/6/2020,1,13996,15117,,3/6/2020,,
3/6/2020 14:38,0,4,9,13,9804,4198,15,-1100,3/6/2020,1,14002,15117,,3/6/2020,,
3/6/2020 14:53,0,4,10,14,9805,4198,15,-1099,3/6/2020,1,14003,15117,,3/6/2020,,
3/6/2020 14:58,0,4,10,14,9807,4199,16,-1095,3/6/2020,1,14006,15117,,3/6/2020,,
3/6/2020 15:12,0,4,5,9,9808,4199,16,-1094,3/6/2020,1,14007,15117,,3/6/2020,,
3/6/2020 15:18,0,4,5,9,9812,4199,18,-1088,3/6/2020,1,14011,15117,,3/6/2020,,
3/6/2020 15:32,0,4,3,7,9812,4199,18,-1088,3/6/2020,1,14011,15117,,3/6/2020,,
3/6/2020 15:38,2,6,3,11,9814,4200,18,-1085,3/6/2020,1,14014,15117,,3/6/2020,,
3/6/2020 15:52,0,4,29,33,9814,4201,18,-1084,3/6/2020,1,14015,15117,,3/6/2020,,
3/6/2020 15:59,0,4,29,33,9815,4201,46,-1055,3/6/2020,1,14016,15117,,3/6/2020,,
3/6/2020 16:12,0,4,29,33,9815,4201,46,-1055,3/6/2020,1,14016,15117,,3/6/2020,,
3/6/2020 16:18,1,5,29,35,9815,4202,46,-1054,3/6/2020,1,14017,15117,,3/6/2020,,
3/6/2020 16:38,1,5,29,35,9815,4202,46,-1054,3/6/2020,1,14017,15117,,3/6/2020,,
3/6/2020 16:59,2,6,29,37,9815,4202,46,-1054,3/6/2020,1,14017,15117,,3/6/2020,,
3/6/2020 17:12,4,8,23,35,9815,4203,46,-1053,3/6/2020,1,14018,15117,,3/6/2020,,
3/6/2020 17:18,5,9,23,37,9815,4204,47,-1051,3/6/2020,1,14019,15117,,3/6/2020,,
3/6/2020 17:32,5,9,23,37,9815,4204,47,-1051,3/6/2020,1,14019,15117,,3/6/2020,,
3/6/2020 17:38,5,9,23,37,9815,4204,47,-1051,3/6/2020,1,14019,15117,,3/6/2020,,
3/6/2020 17:52,5,9,24,38,9815,4204,47,-1051,3/6/2020,1,14019,15117,,3/6/2020,,
3/6/2020 17:59,5,9,24,38,9815,4204,47,-1051,3/6/2020,1,14019,15117,,3/6/2020,,
3/9/2020 9:21,0,8,26,34,9815,4204,47,47,3/9/2020,2,14019,14019,14019,3/9/2020,,
3/9/2020 9:27,0,12,26,38,9841,3102,3,-1073,3/9/2020,1,12943,14019,,3/9/2020,,
3/9/2020 9:41,0,13,26,39,9842,3102,3,-1072,3/9/2020,1,12944,14019,,3/9/2020,,
3/9/2020 9:48,0,13,26,39,9842,3103,3,-1071,3/9/2020,1,12945,14019,,3/9/2020,,
3/9/2020 10:01,0,13,26,39,9843,3103,3,-1070,3/9/2020,1,12946,14019,,3/9/2020,,
3/9/2020 10:07,0,13,26,39,9843,3103,5,-1068,3/9/2020,1,12946,14019,,3/9/2020,,
3/9/2020 10:21,1,14,26,41,9843,3103,5,-1068,3/9/2020,1,12946,14019,,3/9/2020,,
3/9/2020 10:27,0,14,26,40,9847,3105,5,-1062,3/9/2020,1,12952,14019,,3/9/2020,,
3/9/2020 10:41,0,15,27,42,9847,3106,5,-1061,3/9/2020,1,12953,14019,,3/9/2020,,
3/9/2020 10:47,2,17,27,46,9848,3107,7,-1057,3/9/2020,1,12955,14019,,3/9/2020,,
3/9/2020 11:02,0,17,28,45,9848,3108,7,-1056,3/9/2020,1,12956,14019,,3/9/2020,,
3/9/2020 11:07,2,20,28,50,9849,3109,9,-1052,3/9/2020,1,12958,14019,,3/9/2020,,
3/9/2020 11:21,3,21,27,51,9850,3110,9,-1050,3/9/2020,1,12960,14019,,3/9/2020,,
3/9/2020 11:27,5,23,27,55,9850,3112,8,-1049,3/9/2020,1,12962,14019,,3/9/2020,,
3/9/2020 11:41,4,25,28,57,9850,3113,8,-1048,3/9/2020,1,12963,14019,,3/9/2020,,
3/9/2020 11:47,0,24,28,52,9853,3113,9,-1044,3/9/2020,1,12966,14019,,3/9/2020,,
3/9/2020 12:01,0,19,29,48,9854,3113,9,-1043,3/9/2020,1,12967,14019,,3/9/2020,,
3/9/2020 12:08,2,21,29,52,9854,3114,10,-1041,3/9/2020,1,12968,14019,,3/9/2020,,
3/9/2020 12:21,0,18,33,51,9854,3115,10,-1040,3/9/2020,1,12969,14019,,3/9/2020,,
3/9/2020 12:27,0,18,33,51,9857,3115,15,-1032,3/9/2020,1,12972,14019,,3/9/2020,,
3/9/2020 12:41,0,19,33,52,9857,3115,15,-1032,3/9/2020,1,12972,14019,,3/9/2020,,
3/9/2020 12:47,1,19,33,53,9857,3115,16,-1031,3/9/2020,1,12972,14019,,3/9/2020,,
3/9/2020 13:01,2,20,33,55,9859,3116,16,-1028,3/9/2020,1,12975,14019,,3/9/2020,,
3/9/2020 13:08,1,22,33,56,9862,3116,18,-1023,3/9/2020,1,12978,14019,,3/9/2020,,
3/9/2020 13:21,2,23,34,59,9863,3116,18,-1022,3/9/2020,1,12979,14019,,3/9/2020,,
3/9/2020 13:27,2,23,34,59,9864,3117,20,-1018,3/9/2020,1,12981,14019,,3/9/2020,,
3/9/2020 13:41,1,24,34,59,9864,3117,20,-1018,3/9/2020,1,12981,14019,,3/9/2020,,
3/9/2020 13:47,0,25,34,59,9864,3119,20,-1016,3/9/2020,1,12983,14019,,3/9/2020,,
3/9/2020 14:01,0,25,50,75,9864,3120,20,-1015,3/9/2020,1,12984,14019,,3/9/2020,,
3/9/2020 14:09,2,27,50,79,9866,3121,46,-986,3/9/2020,1,12987,14019,,3/9/2020,,
3/9/2020 14:21,3,28,38,69,9870,3122,46,-981,3/9/2020,1,12992,14019,,3/9/2020,,
